#{"t_start": 1711990683.188729, "env_id": "None"}
r,l,t
96.0,96,25717.782364
401.0,401,25730.642476
436.0,436,25744.992604
482.0,482,25759.66373
97.0,97,25764.990778
479.0,479,25778.828901
434.0,434,25792.037018
483.0,483,25806.098144
100.0,100,25811.203185
440.0,440,25824.309302
103.0,103,25833.850385
103.0,103,25837.264416
103.0,103,25840.538444
103.0,103,25843.54547
103.0,103,25847.094501
483.0,483,25861.201624
96.0,96,25866.591674
92.0,92,25871.59472
108.0,108,25876.951763
435.0,435,25889.146874
482.0,482,25903.089995
101.0,101,25908.428042
481.0,481,25922.588677
98.0,98,25927.942725
481.0,481,25942.895857
102.0,102,25948.273902
478.0,478,25963.543036
93.0,93,25968.821082
99.0,99,25974.039128
100.0,100,25979.668181
479.0,479,25994.788313
439.0,439,26008.957435
93.0,93,26013.745477
98.0,98,26019.276526
479.0,479,26034.203657
103.0,103,26039.677706
106.0,106,26045.144754
442.0,442,26058.978876
100.0,100,26064.389923
478.0,478,26078.225047
480.0,480,26092.315169
478.0,478,26106.713295
479.0,479,26120.603419
112.0,112,26126.163467
99.0,99,26131.257467
106.0,106,26136.898518
115.0,115,26142.314564
96.0,96,26147.605611
477.0,477,26161.722735
93.0,93,26166.438777
96.0,96,26171.545821
102.0,102,26176.82187
478.0,478,26190.210986
589.0,589,26203.2241
96.0,96,26206.231127
589.0,589,26210.363163
96.0,96,26213.355189
96.0,96,26216.607219
106.0,106,26222.244267
482.0,482,26237.186399
480.0,480,26252.563534
94.0,94,26257.780583
479.0,479,26272.864714
476.0,476,26287.685845
436.0,436,26301.726968
90.0,90,26306.70601
475.0,475,26321.841146
91.0,91,26327.08619
451.0,451,26341.511317
479.0,479,26355.976445
476.0,476,26369.702565
474.0,474,26383.650688
95.0,95,26388.729733
97.0,97,26393.886778
477.0,477,26408.359905
477.0,477,26422.285028
94.0,94,26427.143072
95.0,95,26432.80112
112.0,112,26438.317169
97.0,97,26443.642215
477.0,477,26457.646339
480.0,480,26470.371453
446.0,446,26483.293566
480.0,480,26497.614691
478.0,478,26511.649814
486.0,486,26525.94494
481.0,481,26540.834071
590.0,590,26548.66114
93.0,93,26551.726166
93.0,93,26555.242198
590.0,590,26559.086231
93.0,93,26562.306261
105.0,105,26569.05232
106.0,106,26574.887372
478.0,478,26589.980506
118.0,118,26595.941557
101.0,101,26601.474604
476.0,476,26616.452736
698.0,698,26637.135918
474.0,474,26651.464047
702.0,702,26670.535213
481.0,481,26685.057286
477.0,477,26699.00441
104.0,104,26704.274454
86.0,86,26709.5945
446.0,446,26722.683616
103.0,103,26728.055665
602.0,602,26745.165815
479.0,479,26759.339939
106.0,106,26764.612984
486.0,486,26777.998103
103.0,103,26783.796155
481.0,481,26798.268282
106.0,106,26803.691329
98.0,98,26809.075376
97.0,97,26814.320423
116.0,116,26820.081474
99.0,99,26825.540521
715.0,715,26845.946701
480.0,480,26861.336836
561.0,561,26878.486986
486.0,486,26893.66412
92.0,92,26900.042176
747.0,747,26904.098214
747.0,747,26908.570218
92.0,92,26911.549244
747.0,747,26915.836282
599.0,599,26933.959443
101.0,101,26939.40549
482.0,482,26953.758617
604.0,604,26970.438763
480.0,480,26984.634888
98.0,98,26989.885933
114.0,114,26995.335982
105.0,105,27001.151037
96.0,96,27006.726083
91.0,91,27011.803127
599.0,599,27027.617266
650.0,650,27045.445424
1031.0,1031,27070.690648
485.0,485,27084.311765
106.0,106,27090.233818
436.0,436,27103.272932
434.0,434,27116.177103
86.0,86,27120.895145
92.0,92,27126.106191
98.0,98,27131.476238
97.0,97,27136.968286
441.0,441,27150.937409
99.0,99,27156.398457
91.0,91,27161.390502
89.0,89,27166.389546
596.0,596,27184.369704
583.0,583,27201.464854
96.0,96,27206.7089
444.0,444,27221.183028
485.0,485,27236.471162
104.0,104,27246.739251
917.0,917,27251.289293
104.0,104,27254.200318
104.0,104,27257.153344
104.0,104,27260.169371
431.0,431,27272.919484
100.0,100,27278.218529
691.0,691,27297.128696
510.0,510,27311.436821
102.0,102,27316.303864
110.0,110,27321.898915
445.0,445,27335.279031
102.0,102,27340.63508
447.0,447,27353.464191
450.0,450,27366.066303
99.0,99,27371.134349
593.0,593,27387.681493
101.0,101,27392.631536
499.0,499,27407.148664
444.0,444,27420.726783
908.0,908,27446.014006
586.0,586,27463.795164
587.0,587,27481.584319
762.0,762,27503.231509
102.0,102,27508.646556
96.0,96,27513.851203.051492,5000,109213.174596
2625.425744,5000,109227.992729
2625.425744,5000,109239.55483
2625.425744,5000,109250.702928
2625.425744,5000,109262.154028
2625.425744,5000,109272.769123
1957.626392,5000,109385.805075
758.560446,5000,109509.897166
2773.282686,5000,109525.1293
2773.282686,5000,109537.039407
2773.282686,5000,109548.752508
2773.282686,5000,109560.930616
2773.282686,5000,109571.420607
-4.633617,5000,109684.349599
-212.357794,5000,109810.348707
-205.748349,5000,109824.904836
-205.748349,5000,109837.292944
-205.748349,5000,109848.644981
-205.748349,5000,109860.462081
-205.748349,5000,109871.988185
-223.125334,5000,109982.447043
-66.757224,5000,110105.896128
-213.623653,5000,110120.532257
-213.623653,5000,110132.101359
-213.623653,5000,110144.901472
-213.623653,5000,110156.063569
-213.623653,5000,110166.684664
-212.905956,5000,110277.331637
-138.604333,5000,110400.780724
-40.480163,5000,110415.25985
-40.480163,5000,110426.994954
-40.480163,5000,110438.821057
-40.480163,5000,110450.998164
-40.480163,5000,110462.408267
-90.621014,5000,110571.978229
-216.231289,5000,110693.555327
-133.928903,5000,110708.93446
-133.928903,5000,110720.439562
-133.928903,5000,110732.558667
-133.928903,5000,110745.151778
-133.928903,5000,110756.430878
-185.403515,5000,110866.302718
-165.993216,5000,110987.459782
-153.662799,5000,111002.664916
-153.662799,5000,111013.727012
-153.662799,5000,111024.980113
-153.662799,5000,111037.102218
-153.662799,5000,111048.077316
-681.191629,5000,111162.983272
-1243.417049,5000,111295.419437
-1807.995902,5000,111312.578589
-1807.995902,5000,111325.3417
-1807.995902,5000,111337.186804
-1807.995902,5000,111349.517913
-1807.995902,5000,111359.592005
-412.186065,5000,111472.928791
-1423.14948,5000,111596.62688
-641.691205,5000,111611.638013
-641.691205,5000,111623.504116
-641.691205,5000,111635.805223
-641.691205,5000,111647.907331
-641.691205,5000,111658.497422
-867.741619,5000,111770.51041
-1132.525854,5000,111894.070496
2406.068191,5000,111909.39063
2406.068191,5000,111921.082735
2406.068191,5000,111933.642846
2406.068191,5000,111945.311947
2406.068191,5000,111956.193043
-1279.505495,5000,112069.44604
-1209.288117,5000,112196.269156
-1209.112032,5000,112211.085286
-1209.112032,5000,112223.331394
-1209.112032,5000,112235.532501
-1209.112032,5000,112247.295605
-1209.112032,5000,112259.01971
-1560.784692,5000,112371.980702
-1394.141017,5000,112499.942902
-441.131968,5000,112515.074035
-441.131968,5000,112527.486145
-441.131968,5000,112539.590251
-441.131968,5000,112551.070352
-441.131968,5000,112562.594455
-301.222923,5000,112675.68245
-159.835647,5000,112802.666566
-244.586458,5000,112817.742698
-244.586458,5000,112829.616804
-244.586458,5000,112841.161905
-244.586458,5000,112853.03901
-244.586458,5000,112863.906105
-240.992299,5000,112978.322113
-232.992782,5000,113101.481196
-202.1107,5000,113116.368327
-202.1107,5000,113128.260432
-202.1107,5000,113140.108536
-202.1107,5000,113151.570639
-202.1107,5000,113162.754736
-208.52748,5000,113276.423684
-176.81664,5000,113398.536758
-241.763291,5000,113414.034894
-241.763291,5000,113425.135992
-241.763291,5000,113437.267102
-241.763291,5000,113447.52819
-241.763291,5000,113458.547287
-242.428444,5000,113572.151288
-208.454625,5000,113694.627426
-832.207323,5000,113710.054561
-832.207323,5000,113721.076658
-832.207323,5000,113733.170765
-832.207323,5000,113743.720858
-832.207323,5000,113754.920956
-121.689292,5000,113868.911929
-196.467732,5000,113991.118006
2814.161176,5000,114004.745124
2814.161176,5000,114016.049223
2814.161176,5000,114027.965331
2814.161176,5000,114037.976418
2814.161176,5000,114048.970514
-104.783104,5000,114161.474504
-353.948234,5000,114286.514606
-131.81445,5000,114301.531736
-131.81445,5000,114313.119837
-131.81445,5000,114325.481946
-131.81445,5000,114335.730039
-131.81445,5000,114346.005126
-166.035504,5000,114462.652155
-215.713393,5000,114588.081219
2656.17818,5000,114603.12635
2656.17818,5000,114614.731451
2656.17818,5000,114626.447553
2656.17818,5000,114637.30065
2656.17818,5000,114648.100745
1865.925279,5000,114758.310714
-283.792882,5000,114881.866803
-211.961379,5000,114897.204937
-211.961379,5000,114909.264044
-211.961379,5000,114921.792153
-211.961379,5000,114932.388296
-211.961379,5000,114943.95735
2.25169,5000,115056.636339
384.673217,5000,115180.62277
2653.856875,5000,115195.442579
2653.856875,5000,115207.360228
2653.856875,5000,115218.60584
2653.856875,5000,115229.734447
2653.856875,5000,115240.774048
-188.087751,5000,115355.175282
80.9341,5000,115477.057925
-205.67436,5000,115492.227752
-205.67436,5000,115504.080399
-205.67436,5000,115515.430017
-205.67436,5000,115526.600626
-205.67436,5000,115538.417273
-213.667958,5000,115652.586492
-1460.611043,5000,115776.062222
-252.88018,5000,115791.245049
-252.88018,5000,115802.981689
-252.88018,5000,115814.089296
-252.88018,5000,115825.254904
-252.88018,5000,115836.56252
-1303.32832,5000,115951.25177
-1162.001917,5000,116073.295423
-217.785975,5000,116087.93922
-217.785975,5000,116100.025877
-217.785975,5000,116110.832469
-217.785975,5000,116122.26309
-217.785975,5000,116133.923727
-258.435979,5000,116247.449912
2038.894424,5000,116371.245659
-317.26323,5000,116386.121471
-317.26323,5000,116398.810162
-317.26323,5000,116409.663756
-317.26323,5000,116420.332334
-317.26323,5000,116430.981914
-368.678077,5000,116544.271089
-297.558473,5000,116665.898717
-306.546374,5000,116681.415563
-306.546374,5000,116692.826186
-306.546374,5000,116704.680832
-306.546374,5000,116716.05345
-306.546374,5000,116727.465072
-304.322543,5000,116839.970103
-307.88361,5000,116963.557838
-306.683571,5000,116978.959677
-306.683571,5000,116990.788323
-306.683571,5000,117001.337897
-306.683571,5000,117012.95253
-306.683571,5000,117024.436156
-307.331771,5000,117136.573182
-1069.223817,5000,117259.129862
-1079.105702,5000,117274.727712
-1079.105702,5000,117286.764368
-1079.105702,5000,117298.061986
-1079.105702,5000,117308.983578
-1079.105702,5000,117320.343197
-1078.730958,5000,117434.787433
-1079.618785,5000,117555.272
-1068.649577,5000,117569.9518
-1068.649577,5000,117582.41648
-1068.649577,5000,117593.7721
-1068.649577,5000,117605.130718
-1068.649577,5000,117616.486337
-979.144103,5000,117731.331597
-1097.970029,5000,117853.908792
-1068.800605,5000,117868.085564
-1068.800605,5000,117880.041217
-1068.800605,5000,117891.843858
-1068.800605,5000,117903.482495
-1068.800605,5000,117915.664158
-1860.301966,5000,118031.315408
-1915.428362,5000,118154.17011
-1897.143141,5000,118168.928908
-1897.143141,5000,118181.014568
-1897.143141,5000,118191.72915
-1897.143141,5000,118202.079715
-1897.143141,5000,118212.767301
-1925.490617,5000,118326.01247
-1927.647923,5000,118449.679209
-1921.718524,5000,118464.903039
-1921.718524,5000,118476.124652
-1921.718524,5000,118487.277259
-1921.718524,5000,118498.517871
-1921.718524,5000,118509.905493
-1881.026571,5000,118621.470576
-1748.73395,5000,118744.181804
-616.316333,5000,118759.334976
-616.316333,5000,118771.480114
-616.316333,5000,118783.071246
-616.316333,5000,118794.277375
-616.316333,5000,118805.970509
-349.071194,5000,118919.437802
-623.040613,5000,119043.375213
-610.903703,5000,119058.362386
-610.903703,5000,119070.761526
-610.903703,5000,119082.970666
-610.903703,5000,119093.972792
-610.903703,5000,119105.034917
-609.202907,5000,119220.039228
-702.623786,5000,119342.04262
-289.832739,5000,119356.777786
-289.832739,5000,119368.744924
-289.832739,5000,119379.753048
-289.832739,5000,119391.568184
-289.832739,5000,119402.754312
-288.922915,5000,119516.971546
-306.392074,5000,119638.827935
-308.996463,5000,119653.372101
-308.996463,5000,119665.328236
-308.996463,5000,119676.271361
-308.996463,5000,119687.259487
-308.996463,5000,119698.10661
-1224.708502,5000,119811.004896
-1199.55705,5000,119934.579307
148.641162,5000,119949.413475
148.641162,5000,119961.943618
148.641162,5000,119972.499739
148.641162,5000,119982.772856
148.641162,5000,119993.036973
149.329638,5000,120107.278132
-1241.62367,5000,120231.465548
-801.573299,5000,120245.938712
-801.573299,5000,120258.311855
-801.573299,5000,120268.45897
-801.573299,5000,120279.661097
-801.573299,5000,120290.978227
-1249.28728,5000,120403.739455
-923.763374,5000,120528.560876
-197.289028,5000,120543.831051
-197.289028,5000,120555.513184
-197.289028,5000,120566.370307
-197.289028,5000,120577.563438
-197.289028,5000,120588.260559
-1448.51793,5000,120700.963713
-1001.250616,5000,120822.550099
-970.210341,5000,120838.037276
-970.210341,5000,120849.649409
-970.210341,5000,120860.504534
-970.210341,5000,120872.002664
-970.210341,5000,120882.852786
-968.950896,5000,120995.194993
-831.630248,5000,121116.94938
-939.362546,5000,121131.900549
-939.362546,5000,121143.202678
-939.362546,5000,121154.211804
-939.362546,5000,121166.099939
-939.362546,5000,121177.666072
-652.787785,5000,121290.633358
-1450.433375,5000,121412.993755
-1287.766688,5000,121427.124916
-1287.766688,5000,121438.088041
-1287.766688,5000,121448.947164
-1287.766688,5000,121459.834289
-1287.766688,5000,121470.534411
-1372.661381,5000,121586.101727
-925.04192,5000,121706.229096
-1025.722582,5000,121720.756262
-1025.722582,5000,121731.399384
-1025.722582,5000,121742.205507
-1025.722582,5000,121752.83663
-1025.722582,5000,121763.29375
-1271.920016,5000,121875.454027
-1112.730297,5000,121997.387416
-1631.542973,5000,122011.630579
-1631.542973,5000,122022.869709
-1631.542973,5000,122033.982834
-1631.542973,5000,122045.06596
-1631.542973,5000,122055.853083
-1538.961552,5000,122169.131376
-1065.532713,5000,122289.196711
-1470.364627,5000,122304.173862
-1470.364627,5000,122315.409977
-1470.364627,5000,122327.161093
-1470.364627,5000,122338.053204
-1470.364627,5000,122349.049314
-363.367044,5000,122464.153477
-305.538646,5000,122584.675694
-224.763338,5000,122599.759846
-224.763338,5000,122609.98495
-224.763338,5000,122620.83406
-224.763338,5000,122631.540168
-224.763338,5000,122643.081285
-236.43425,5000,122757.657444
-302.807837,5000,122880.569683
-213.066377,5000,122894.949829
-213.066377,5000,122905.303934
-213.066377,5000,122916.426047
-213.066377,5000,122927.235155
-213.066377,5000,122937.818262
-207.671234,5000,123050.813403
-213.77219,5000,123173.818646
-305.555472,5000,123189.158322
-305.555472,5000,123200.053431
-305.555472,5000,123210.957542
-305.555472,5000,123221.860653
-305.555472,5000,123232.898763
-302.555044,5000,123346.844914
-290.231039,5000,123470.02616
-306.865626,5000,123485.05331
-306.865626,5000,123495.115412
-306.865626,5000,123505.893524
-306.865626,5000,123517.383639
-306.865626,5000,123528.636753
-306.753366,5000,123644.53092
-307.592048,5000,123764.529132
-306.451321,5000,123779.316283
-306.451321,5000,123789.781389
-306.451321,5000,123801.106503
-306.451321,5000,123811.954612
-306.451321,5000,123822.845721
-305.104918,5000,123938.465891
-305.9801,5000,124059.839116
-305.387468,5000,124074.660265
-305.387468,5000,124085.389289
-305.387468,5000,124096.332402
-305.387468,5000,124107.420511
-305.387468,5000,124119.433634
-306.396696,5000,124234.789797
-307.06778,5000,124355.473908
-305.255111,5000,124370.379059
-305.255111,5000,124380.797164
-305.255111,5000,124391.192309
-305.255111,5000,124402.048419
-305.255111,5000,124412.982531
-306.931455,5000,124529.372705
-305.866039,5000,124652.567948
-306.620508,5000,124666.960096
-306.620508,5000,124677.912205
-306.620508,5000,124688.572313
-306.620508,5000,124699.802428
-306.620508,5000,124710.928538
-306.118202,5000,124825.245693
-306.061646,5000,124949.69995
-306.571219,5000,124963.700091
-306.571219,5000,124974.517201
-306.571219,5000,124985.23831
-306.571219,5000,124996.603425
-306.571219,5000,125007.672536
-306.54985,5000,125122.081691
-303.466057,5000,125245.130933
-289.97557,5000,125259.634083
-289.97557,5000,125270.213188
-289.97557,5000,125282.108307
-289.97557,5000,125293.585424
-289.97557,5000,125305.237464
-289.926781,5000,125421.371524
-293.955129,5000,125543.398756
-295.937346,5000,125558.275906
-295.937346,5000,125569.915024
-295.937346,5000,125580.691134
-295.937346,5000,125592.197249
-295.937346,5000,125603.757367
-292.724997,5000,125721.407555
-294.823503,5000,125843.550788
-305.519347,5000,125857.447928
-305.519347,5000,125868.924041
-305.519347,5000,125880.736155
-305.519347,5000,125892.700267
-305.519347,5000,125903.427369
-305.415076,5000,126020.061477
-290.717673,5000,126144.229657
-298.592215,5000,126157.25478
-298.592215,5000,126167.660882
-298.592215,5000,126178.372983
-298.592215,5000,126189.54109
-298.592215,5000,126200.431191
-291.19115,5000,126316.958298
-302.008594,5000,126439.839465
-307.018406,5000,126454.213601
-307.018406,5000,126465.548709
-307.018406,5000,126477.19182
-307.018406,5000,126488.085925
-307.018406,5000,126498.679023
-309.078132,5000,126612.919108
-306.621855,5000,126736.428281
-299.346909,5000,126750.406415
-299.346909,5000,126761.647523
-299.346909,5000,126772.327623
-299.346909,5000,126783.498245
-299.346909,5000,126794.505348
-299.684316,5000,126911.597461
-884.070658,5000,127037.043653
-1255.951494,5000,127050.817783
-1255.951494,5000,127062.225891
-1255.951494,5000,127073.796003
-1255.951494,5000,127085.15611
-1255.951494,5000,127096.182214
-535.288908,5000,127212.286319
-870.226171,5000,127336.405496
-373.051979,5000,127350.857637
-373.051979,5000,127362.101742
-373.051979,5000,127373.35085
-373.051979,5000,127385.130961
-373.051979,5000,127397.091073
-377.518693,5000,127516.487207
-385.61016,5000,127641.407394
-432.137755,5000,127655.971534
-432.137755,5000,127667.120638
-432.137755,5000,127678.241744
-432.137755,5000,127689.614851
-432.137755,5000,127701.370964
-464.438229,5000,127820.9861
-408.881675,5000,127947.062301
-1149.543869,5000,127961.531436
-1149.543869,5000,127972.726541
-1149.543869,5000,127983.728714
-1149.543869,5000,127995.301822
-1149.543869,5000,128006.385927
-538.24122,5000,128124.315046
-487.85526,5000,128248.144225
-441.278086,5000,128262.259358
-441.278086,5000,128273.015459
-441.278086,5000,128284.466568
-441.278086,5000,128295.222672
-441.278086,5000,128306.230775
-451.174794,5000,128427.16387
-1466.360997,5000,128549.503035
-1036.236891,5000,128563.413165
-1036.236891,5000,128574.343268
-1036.236891,5000,128585.318373
-1036.236891,5000,128596.310477
-1036.236891,5000,128608.393592
-935.368409,5000,128727.420726
-904.305487,5000,128849.13388
-467.970018,5000,128864.228024
-467.970018,5000,128875.841132
-467.970018,5000,128887.299243
-467.970018,5000,128899.040354
-467.970018,5000,128911.142469
-953.271663,5000,129030.056598
-1081.479729,5000,129149.561734
-1296.28722,5000,129164.278873
-1296.28722,5000,129175.749982
-1296.28722,5000,129187.08909
-1296.28722,5000,129198.856203
-1296.28722,5000,129211.39032
-1209.653046,5000,129329.099439
-1122.065944,5000,129449.722586
-1069.566112,5000,129464.322724
-1069.566112,5000,129475.948833
-1069.566112,5000,129486.95393
-1069.566112,5000,129498.544036
-1069.566112,5000,129510.405143
-1066.085682,5000,129627.69321
-1058.951471,5000,129750.078324
-1060.922755,5000,129764.516456
-1060.922755,5000,129775.05255
-1060.922755,5000,129785.579713
-1060.922755,5000,129796.737816
-1060.922755,5000,129809.170928
-1068.172328,5000,129925.180983
-1037.035167,5000,130048.137103
-1081.64412,5000,130062.678235
-1081.64412,5000,130073.470333
-1081.64412,5000,130084.489434
-1081.64412,5000,130095.215531
-1081.64412,5000,130107.09764
-1308.233132,5000,130223.345697
-1911.228409,5000,130343.55379
-307.250951,5000,130357.526918
-307.250951,5000,130368.972023
-307.250951,5000,130379.507118
-307.250951,5000,130390.751221
-307.250951,5000,130401.984324
-307.835487,5000,130516.567365
-308.963297,5000,130639.536484
-305.591856,5000,130653.872616
-305.591856,5000,130664.623713
-305.591856,5000,130675.23181
-305.591856,5000,130686.765914
-305.591856,5000,130698.260021
-851.903598,5000,130815.443086
-1768.371948,5000,130937.116192
-659.975576,5000,130951.527323
-659.975576,5000,130962.085421
-659.975576,5000,130972.872517
-659.975576,5000,130984.631625
-659.975576,5000,130996.479733
-1841.298599,5000,131114.161805
-1328.592984,5000,131232.681883
-961.234528,5000,131246.620009
-961.234528,5000,131257.791111
-961.234528,5000,131268.881212
-961.234528,5000,131280.555318
-961.234528,5000,131292.792429
-1320.565585,5000,131413.158524
-1244.045844,5000,131535.198635
-1050.706084,5000,131549.688766
-1050.706084,5000,131561.224872
-1050.706084,5000,131572.357976
-1050.706084,5000,131584.949087
-1050.706084,5000,131597.2252
-1102.090099,5000,131716.147282
-1496.747882,5000,131840.426412
-1745.423264,5000,131854.794545
-1745.423264,5000,131866.271648
-1745.423264,5000,131877.656753
-1745.423264,5000,131889.244857
-1745.423264,5000,131901.68397
-1730.284869,5000,132018.920036
-1789.458482,5000,132122.787982
-1471.980186,5000,132134.66209
-1471.980186,5000,132144.132178
-1471.980186,5000,132153.37726
-1471.980186,5000,132163.422209
-1471.980186,5000,132173.054298
-1678.244213,5000,132272.043281
-1079.38695,5000,132373.826208
-206.280073,5000,132385.872318
-206.280073,5000,132395.094401
-206.280073,5000,132404.401485
-206.280073,5000,132414.391576
-206.280073,5000,132424.005664
-209.701957,5000,132523.296567
-223.559006,5000,132624.450488
-1732.18257,5000,132636.298596
-1732.18257,5000,132645.117676
-1732.18257,5000,132654.170758
-1732.18257,5000,132664.112849
-1732.18257,5000,132673.585936
-243.894859,5000,132773.104841
-225.924143,5000,132875.367773
-225.375539,5000,132887.384881
-225.375539,5000,132896.640965
-225.375539,5000,132906.473054
-225.375539,5000,132916.521147
-225.375539,5000,132926.144233
-1036.715281,5000,133025.93503
-1496.071063,5000,133127.743942
-253.457577,5000,133139.685049
-253.457577,5000,133149.185137
-253.457577,5000,133159.322224
-253.457577,5000,133169.132311
-253.457577,5000,133178.901399
-181.815655,5000,133278.968289
-254.605566,5000,133380.286324
-1440.193483,5000,133392.677432
-1440.193483,5000,133402.188518
-1440.193483,5000,133412.199605
-1440.193483,5000,133422.231694
-1440.193483,5000,133432.189785
-795.766126,5000,133532.962682
-634.424467,5000,133634.750586
-629.010511,5000,133648.045704
-629.010511,5000,133657.776792
-629.010511,5000,133668.084883
-629.010511,5000,133678.227972
-629.010511,5000,133687.440056
-628.999217,5000,133787.363944
-633.037776,5000,133889.219851
-1457.268013,5000,133901.901964
-1457.268013,5000,133911.55405
-1457.268013,5000,133921.558139
-1457.268013,5000,133931.632228
-1457.268013,5000,133940.895312
-636.031286,5000,134041.250231
-683.23236,5000,134143.233139
-121.429998,5000,134155.452249
-121.429998,5000,134164.953334
-121.429998,5000,134175.024422
-121.429998,5000,134185.129512
-121.429998,5000,134194.213596
-991.69147,5000,134294.187326
152.581442,5000,134395.76723
65.176902,5000,134408.072341
65.176902,5000,134417.495426
65.176902,5000,134427.594514
65.176902,5000,134437.598602
65.176902,5000,134446.816684
134.67614,5000,134547.230579
-709.021638,5000,134648.683482
-1466.540139,5000,134660.90559
-1466.540139,5000,134670.233673
-1466.540139,5000,134680.319763
-1466.540139,5000,134690.145851
-1466.540139,5000,134699.566934
-1464.450401,5000,134800.395832
-1469.008181,5000,134902.214741
-1374.022002,5000,134914.628848
-1374.022002,5000,134924.082933
-1374.022002,5000,134934.355024
-1374.022002,5000,134944.376112
-1374.022002,5000,134953.952199
-1465.06446,5000,135054.837097
-1487.773477,5000,135156.039996
-1491.165321,5000,135168.699109
-1491.165321,5000,135178.054193
-1491.165321,5000,135188.325284
-1491.165321,5000,135198.659378
-1491.165321,5000,135208.823468
-1492.011576,5000,135310.225368
-1493.546007,5000,135412.106275
-738.813217,5000,135424.795389
-738.813217,5000,135434.320472
-738.813217,5000,135444.569564
-738.813217,5000,135454.608653
-738.813217,5000,135464.462742
-1495.38329,5000,135565.679643
-802.375784,5000,135667.435549
150.533639,5000,135679.97866
150.533639,5000,135689.570745
150.533639,5000,135699.582835
150.533639,5000,135709.643925
150.533639,5000,135719.325012
152.206124,5000,135820.118907
144.90278,5000,135928.387871
-429.115056,5000,135943.383004
-429.115056,5000,135953.894098
-429.115056,5000,135964.893195
-429.115056,5000,135975.941296
-429.115056,5000,135986.226388
144.672907,5000,136099.198392
-310.879451,5000,136213.308409
-310.023114,5000,136227.523532
-310.023114,5000,136239.831644
-310.023114,5000,136250.670739
-310.023114,5000,136261.270833
-310.023114,5000,136271.403814
-310.183843,5000,136379.853781
-1006.002279,5000,136488.381745
-308.545995,5000,136501.260859
-308.545995,5000,136512.242957
-308.545995,5000,136522.893057
-308.545995,5000,136533.673152
-308.545995,5000,136544.470246
-1089.679516,5000,136651.9072
-304.47946,5000,136760.485157
-1493.760777,5000,136774.187281
-1493.760777,5000,136785.182376
-1493.760777,5000,136796.106471
-1493.760777,5000,136807.117568
-1493.760777,5000,136817.255656
-1271.176146,5000,136923.511592
-308.287917,5000,137024.605549
-305.178421,5000,137037.122662
-305.178421,5000,137047.541751
-305.178421,5000,137057.648841
-305.178421,5000,137067.753929
-305.178421,5000,137077.411015
-306.262502,5000,137179.047914
-304.20796,5000,137280.962807
-309.55754,5000,137293.368917
-309.55754,5000,137303.501004
-309.55754,5000,137313.511092
-309.55754,5000,137323.644182
-309.55754,5000,137332.952264
-308.254965,5000,137433.918152
-309.97537,5000,137535.538995
-303.493794,5000,137547.707103
-303.493794,5000,137558.061193
-303.493794,5000,137568.143282
-303.493794,5000,137578.266371
-303.493794,5000,137587.777455
-304.195309,5000,137689.435349
180.273919,5000,137790.58224
165.855521,5000,137802.724349
165.855521,5000,137812.732435
165.855521,5000,137822.866527
165.855521,5000,137833.121614
165.855521,5000,137842.510697
166.769618,5000,137943.68459
150.951717,5000,138044.599388
-309.688567,5000,138056.834496
-309.688567,5000,138067.187587
-309.688567,5000,138077.143674
-309.688567,5000,138087.397766
-309.688567,5000,138096.99685
-309.544678,5000,138197.752736
-313.00105,5000,138297.974618
-310.219927,5000,138310.632729
-310.219927,5000,138320.63882
-310.219927,5000,138330.947909
-310.219927,5000,138341.257001
-310.219927,5000,138350.575081
-310.403359,5000,138451.929974
-308.355686,5000,138552.817861
-1135.187374,5000,138565.548973
-1135.187374,5000,138575.754063
-1135.187374,5000,138585.789151
-1135.187374,5000,138596.158241
-1135.187374,5000,138605.624275
-857.504327,5000,138706.305163
-309.880066,5000,138807.622055
-650.525952,5000,138820.478168
-650.525952,5000,138830.666257
-650.525952,5000,138841.141349
-650.525952,5000,138851.267437
-650.525952,5000,138860.697523
-664.052092,5000,138962.152415
162.373048,5000,139063.34016
150.507682,5000,139076.136273
150.507682,5000,139086.060359
150.507682,5000,139096.294451
150.507682,5000,139108.414557
150.507682,5000,139119.494657
148.434777,5000,139226.020658
140.627667,5000,139341.718679
-1173.172821,5000,139356.137803
-1173.172821,5000,139367.637906
-1173.172821,5000,139378.996004
-1173.172821,5000,139390.545108
-1173.172821,5000,139400.917711
-1196.11055,5000,139511.327684
-953.880041,5000,139626.209692
-1952.918024,5000,139641.509827
-1952.918024,5000,139653.11793
-1952.918024,5000,139664.784032
-1952.918024,5000,139676.318134
-1952.918024,5000,139687.201231
-1359.278043,5000,139802.570246
-1509.533494,5000,139914.491672
-1104.388418,5000,139928.882372
-1104.388418,5000,139940.119464
-1104.388418,5000,139951.272568
-1104.388418,5000,139962.933666
-1104.388418,5000,139973.51276
-1187.555041,5000,140084.068732
-1156.326963,5000,140194.651996
-907.785479,5000,140209.012831
-907.785479,5000,140220.496932
-907.785479,5000,140231.696029
-907.785479,5000,140242.998129
-907.785479,5000,140253.361293
-1051.434398,5000,140362.199342
-1091.16989,5000,140473.818242
-1126.695209,5000,140488.546372
-1126.695209,5000,140499.393468
-1126.695209,5000,140510.838564
-1126.695209,5000,140521.945663
-1126.695209,5000,140531.979748
-1080.742541,5000,140639.971231
-1078.292192,5000,140744.815857
